90	IPR022470	Active_site	6-pyruvoyl tetrahydropterin synthase, cysteine active site
91	IPR023005	Active_site	Nucleoside diphosphate kinase, active site
92	IPR023011	Active_site	ATP synthase, F0 complex, subunit A, active site
93	IPR023013	Active_site	N-acetyl-gamma-glutamyl-phosphate reductase, active site
94	IPR023232	Active_site	Glycoside hydrolase, family 2, active site
95	IPR023313	Active_site	Ubiquitin-conjugating enzyme, active site
96	IPR023406	Active_site	DNA topoisomerase, type IA, active site
97	IPR023411	Active_site	Ribonuclease A, active site
98	IPR023650	Active_site	Beta-lactamase, class-A active site
99	IPR023827	Active_site	Peptidase S8, subtilisin, Asp-active site
100	IPR023828	Active_site	Peptidase S8, subtilisin, Ser-active site
101	IPR024708	Active_site	Catalase active site
102	IPR025660	Active_site	Cysteine peptidase, histidine active site
103	IPR025661	Active_site	Cysteine peptidase, asparagine active site
104	IPR027475	Active_site	Asparaginase/glutaminase, active site 2
105	IPR028301	Active_site	Serine proteases, V8 family, histidine active site
106	IPR029759	Active_site	Glutathione peroxidase active site
107	IPR030390	Active_site	RNA methyltransferase TrmA, active site
108	IPR030458	Active_site	Glycosyl hydrolases family 31, active site
109	IPR030475	Active_site	Ribonucleotide reductase small subunit, acitve site
110	IPR030656	Active_site	Delta-aminolevulinic acid dehydratase, active site
111	IPR031158	Active_site	Glycosyl hydrolases family 10, active site
112	IPR031337	Active_site	KDPG/KHG aldolase, active site 1
113	IPR031338	Active_site	KDPG/KHG aldolase, active site 2
114	IPR033112	Active_site	Phospholipase A2, aspartic acid active site
115	IPR033113	Active_site	Phospholipase A2, histidine active site
116	IPR033116	Active_site	Serine proteases, trypsin family, serine active site
117	IPR033119	Active_site	Glycoside hydrolase family 11, active site 2
118	IPR033124	Active_site	Serine carboxypeptidases, histidine active site
119	IPR033126	Active_site	Glycosyl hydrolases family 9, Asp/Glu active sites
120	IPR033127	Active_site	Ubiquitin-activating enzyme E1, Cys active site
121	IPR033128	Active_site	Adenylosuccinate synthase, active site
122	IPR033129	Active_site	Phosphoenolpyruvate carboxylase, His active site
123	IPR033130	Active_site	Ribonuclease T2, His active site 2
124	IPR033131	Active_site	Pectinesterase, Asp active site
125	IPR033134	Active_site	Asp/Glu racemase, active site 2
126	IPR033135	Active_site	ClpP, histidine active site
127	IPR033139	Active_site	Peptidase family C14A, cysteine active site
128	IPR033140	Active_site	Lipase, GDXG, putative serine active site
129	IPR033379	Active_site	Histidine acid phosphatase active site
130	IPR033524	Active_site	Leu/Phe/Val dehydrogenases active site
131	IPR033693	Active_site	Pyroglutamyl peptidase I, Glu active site
132	IPR033694	Active_site	Pyroglutamyl peptidase I, Cys active site
133	IPR049165	Active_site	Glycosyl hydrolases family 39, active site
134	IPR000048	Binding_site	IQ motif, EF-hand binding site
135	IPR000222	Binding_site	PPM-type phosphatase, divalent cation binding
136	IPR000634	Binding_site	Serine/threonine dehydratase, pyridoxal-phosphate-binding site
137	IPR001216	Binding_site	Cysteine synthase/cystathionine beta-synthase, pyridoxal-phosphate attachment site
138	IPR001431	Binding_site	Peptidase M16, zinc-binding site
139	IPR001505	Binding_site	Copper centre Cu(A)
140	IPR001882	Binding_site	Biotin-binding site
141	IPR001917	Binding_site	Aminotransferase, class-II, pyridoxal-phosphate binding site
142	IPR002226	Binding_site	Catalase haem-binding site
143	IPR002355	Binding_site	Multicopper oxidase, copper-binding site
144	IPR003016	Binding_site	2-oxo acid dehydrogenase, lipoyl-binding site
145	IPR003952	Binding_site	Fumarate reductase/succinate dehydrogenase, FAD-binding site
146	IPR004035	Binding_site	Endonuclease III, iron-sulphur binding site
147	IPR004163	Binding_site	Coenzyme A transferase binding site
148	IPR004838	Binding_site	Aminotransferases, class-I, pyridoxal-phosphate-binding site
149	IPR006058	Binding_site	2Fe-2S ferredoxin, iron-sulphur binding site
150	IPR006066	Binding_site	Nitrite/sulphite reductase iron-sulphur/sirohaem-binding site
151	IPR006093	Binding_site	Oxygen oxidoreductase covalent FAD-binding site
152	IPR006184	Binding_site	6-phosphogluconate-binding site
153	IPR013516	Binding_site	Phytochrome chromophore binding site
154	IPR013838	Binding_site	Beta tubulin, autoregulation binding site
155	IPR015881	Binding_site	Aromatic-ring-hydroxylating dioxygenase, 2Fe-2S-binding site
156	IPR015887	Binding_site	DNA glycosylase/AP lyase, zinc finger domain, DNA-binding site
157	IPR016131	Binding_site	Haemerythrin, iron-binding site
158	IPR016192	Binding_site	APOBEC/CMP deaminase, zinc-binding
159	IPR017441	Binding_site	Protein kinase, ATP binding site
160	IPR017947	Binding_site	Aryldialkylphosphatase, zinc-binding site
161	IPR018064	Binding_site	Metallothionein, vertebrate, metal binding site
162	IPR018136	Binding_site	Aconitase family, 4Fe-4S cluster binding site
163	IPR018152	Binding_site	Superoxide dismutase, copper/zinc, binding site
164	IPR018194	Binding_site	Nickel-dependent hydrogenase, large subunit, nickel binding site
165	IPR018195	Binding_site	Transferrin family, iron binding site
166	IPR018220	Binding_site	Adenylosuccinate synthase, GTP-binding site
167	IPR018229	Binding_site	Rhodopsin, retinal binding site
168	IPR018246	Binding_site	AP endonuclease 2, zinc binding site
169	IPR018247	Binding_site	EF-Hand 1, calcium-binding site
170	IPR018298	Binding_site	Adrenodoxin, iron-sulphur binding site
171	IPR018301	Binding_site	Aromatic amino acid hydroxylase, iron/copper binding site
172	IPR018349	Binding_site	Peptidase M24A, methionine aminopeptidase, subfamily 2, binding site
173	IPR018506	Binding_site	Cytochrome b5, heme-binding site
174	IPR018527	Binding_site	Rubredoxin, iron-binding site
175	IPR019780	Binding_site	Germin, manganese binding site
176	IPR019789	Binding_site	Xylulose 5-phosphate/Fructose 6-phosphate phosphoketolase, thiamine diphosphate binding site
177	IPR019793	Binding_site	Peroxidases heam-ligand binding site
178	IPR019798	Binding_site	Serine hydroxymethyltransferase, pyridoxal phosphate binding site
179	IPR019807	Binding_site	Hexokinase, binding site
180	IPR019824	Binding_site	Leghaemoglobin, iron-binding site
181	IPR019825	Binding_site	Legume lectin, beta chain, Mn/Ca-binding site
182	IPR019833	Binding_site	Manganese/iron superoxide dismutase, binding site
183	IPR019843	Binding_site	DNA polymerase family X, binding site
184	IPR020537	Binding_site	ATP synthase, F0 complex, subunit C, DCCD-binding site
185	IPR020563	Binding_site	Crossover junction endodeoxyribonuclease RuvC, magnesium-binding site
186	IPR020578	Binding_site	Aminotransferase class-V, pyridoxal-phosphate binding site
187	IPR020583	Binding_site	Inositol monophosphatase, metal-binding site
188	IPR020622	Binding_site	Alanine racemase, pyridoxal-phosphate attachment site
189	IPR020789	Binding_site	RNA polymerases, subunit N, zinc binding site
190	IPR020826	Binding_site	Transketolase binding site
191	IPR020833	Binding_site	Lipoxygenase, iron binding site
192	IPR020847	Binding_site	AP endonuclease 1, binding site
193	IPR020855	Binding_site	Ureohydrolase, manganese-binding site
194	IPR020969	Binding_site	Ankyrin-G binding site
195	IPR021115	Binding_site	Pyridoxal-phosphate binding site
196	IPR021158	Binding_site	Peptidase M10A, cysteine switch, zinc binding site
197	IPR022407	Binding_site	Oxidoreductase, molybdopterin binding site
198	IPR022419	Binding_site	Porphobilinogen deaminase, dipyrromethane cofactor binding site
199	IPR022653	Binding_site	Orn/DAP/Arg decarboxylase 2, pyridoxal-phosphate binding site
200	IPR023418	Binding_site	Transthyretin, thyroxine binding site
201	IPR023615	Binding_site	Cytochrome c oxidase, subunit I, copper-binding site
202	IPR025662	Binding_site	Sigma-54 interaction domain, ATP-binding site 1
203	IPR025943	Binding_site	Sigma-54 interaction domain, ATP-binding site 2
204	IPR027430	Binding_site	Visual pigments (opsins) retinal binding site
205	IPR027467	Binding_site	Molybdopterin oxidoreductase, molybdopterin cofactor binding site
206	IPR028871	Binding_site	Blue (type 1) copper protein, binding site
207	IPR029754	Binding_site	Urease nickel binding site
208	IPR034408	Binding_site	Sulphate/thiosulphate-binding site
209	IPR000035	Conserved_site	Alkylbase DNA glycosidase, conserved site
210	IPR000047	Conserved_site	Helix-turn-helix motif
211	IPR000049	Conserved_site	Electron transfer flavoprotein, beta-subunit, conserved site
212	IPR000059	Conserved_site	NUDIX hydrolase, NudL, conserved site
213	IPR000111	Conserved_site	Glycoside hydrolase family 27/36, conserved site
214	IPR000132	Conserved_site	Nitrilase/cyanide hydratase, conserved site
215	IPR000203	Conserved_site	GPS motif
216	IPR000283	Conserved_site	NADH:ubiquinone oxidoreductase, 75kDa subunit, conserved site
217	IPR000291	Conserved_site	D-alanine--D-alanine ligase/VANA/B/C, conserved site
218	IPR000318	Conserved_site	Nitrogenase component 1, conserved site
219	IPR000319	Conserved_site	Aspartate-semialdehyde dehydrogenase, conserved site
220	IPR000385	Conserved_site	MoaA/NifB/PqqE, iron-sulphur binding, conserved site
221	IPR000399	Conserved_site	TPP-binding enzyme, conserved site
222	IPR000445	Conserved_site	Helix-hairpin-helix motif
223	IPR000486	Conserved_site	Extradiol ring-cleavage dioxygenase, class I /II
224	IPR000540	Conserved_site	Flagellar motor protein MotA, conserved site
225	IPR000614	Conserved_site	Free Met sulfoxide reductase conserved site
226	IPR000629	Conserved_site	ATP-dependent RNA helicase DEAD-box, conserved site
227	IPR000633	Conserved_site	Vinculin, conserved site
228	IPR000637	Conserved_site	HMG-I/HMG-Y, DNA-binding, conserved site
229	IPR000645	Conserved_site	Type II secretion system protein GspN, conserved site
230	IPR000804	Conserved_site	Clathrin adaptor complex, small chain
231	IPR000808	Conserved_site	Iron-sulfur cluster carrier protein-like, conserved site
232	IPR000827	Conserved_site	CC chemokine, conserved site
233	IPR000838	Conserved_site	RNA polymerase sigma factor 70, ECF, conserved site
234	IPR000842	Conserved_site	Phosphoribosyl pyrophosphate synthetase, conserved site
235	IPR000952	Conserved_site	AB hydrolase 4, conserved site
236	IPR000957	Conserved_site	Sulphate/thiosulphate-binding, conserved site
237	IPR000985	Conserved_site	Legume lectin, alpha chain, conserved site
238	IPR001006	Conserved_site	Procollagen-lysine 5-dioxygenase, conserved site
239	IPR001014	Conserved_site	Large ribosomal subunit protein uL23, conserved site
240	IPR001018	Conserved_site	Beta-lactamase, class-B, conserved site
241	IPR001110	Conserved_site	Uncharacterised protein family UPF0012, conserved site
242	IPR001131	Conserved_site	Peptidase M24B, X-Pro dipeptidase/aminopeptidase P, conserved site
243	IPR001196	Conserved_site	Large ribosomal subunit protein uL15, conserved site
244	IPR001226	Conserved_site	Flavodoxin, conserved site
245	IPR001261	Conserved_site	ArgE/DapE/ACY1/CPG2/YscS, conserved site
246	IPR001295	Conserved_site	Dihydroorotate dehydrogenase, conserved site
247	IPR001307	Conserved_site	Thiosulphate sulfurtransferase, conserved site
248	IPR001326	Conserved_site	Translation elongation factor EF1B, beta/delta chains, conserved site
249	IPR001331	Conserved_site	Guanine-nucleotide dissociation stimulator, CDC24, conserved site
250	IPR001363	Conserved_site	Proteinase inhibitor I25C, fetuin, conserved site
251	IPR001412	Conserved_site	Aminoacyl-tRNA synthetase, class I, conserved site
252	IPR001423	Conserved_site	Lysophospholipase patatin, conserved site
253	IPR001426	Conserved_site	Tyrosine-protein kinase, receptor class V, conserved site
254	IPR001468	Conserved_site	Indole-3-glycerol phosphate synthase, conserved site
255	IPR001479	Conserved_site	Quinoprotein dehydrogenase, conserved site
256	IPR001484	Conserved_site	Pyrokinin, conserved site
257	IPR001514	Conserved_site	DNA-directed RNA polymerase, 30-40kDa subunit, conserved site
258	IPR001522	Conserved_site	Fatty acid desaturase type 1, conserved site
259	IPR001524	Conserved_site	Glycoside hydrolase, family 6, conserved site
260	IPR001550	Conserved_site	Transcription antiterminator, conserved site
261	IPR001562	Conserved_site	Zinc finger, Btk motif
262	IPR001587	Conserved_site	Ribonuclease J, conserved site
263	IPR001589	Conserved_site	Actinin-type actin-binding domain, conserved site
264	IPR001598	Conserved_site	Transposase, IS30, conserved site
265	IPR001637	Conserved_site	Glutamine synthetase class-I, adenylation site
266	IPR001692	Conserved_site	Histidinol dehydrogenase, conserved site
267	IPR001751	Conserved_site	S100/Calcium binding protein 7/8-like, conserved site
268	IPR001824	Conserved_site	Tyrosine-protein kinase, receptor class III, conserved site
269	IPR001827	Conserved_site	Homeobox protein, antennapedia type, conserved site
270	IPR001858	Conserved_site	Phosphatidylethanolamine-binding, conserved site
271	IPR001949	Conserved_site	NADH:ubiquinone oxidoreductase, 51kDa subunit, conserved site
272	IPR001989	Conserved_site	Radical-activating enzyme, conserved site
273	IPR001992	Conserved_site	T2SS_GspF/T4SS_PilC conserved site
274	IPR001999	Conserved_site	Osteonectin-like, conserved site
275	IPR002011	Conserved_site	Tyrosine-protein kinase, receptor class II, conserved site
276	IPR002012	Conserved_site	Gonadotropin-releasing hormone
277	IPR002034	Conserved_site	Alpha-isopropylmalate/homocitrate synthase, conserved site
278	IPR002047	Conserved_site	Adipokinetic hormone, conserved site
279	IPR002052	Conserved_site	DNA methylase, N-6 adenine-specific, conserved site
280	IPR002057	Conserved_site	Isopenicillin N synthase, conserved site
281	IPR002080	Conserved_site	Seminal vesicle protein II, conserved site
282	IPR002173	Conserved_site	Carbohydrate/purine kinase, PfkB, conserved site
283	IPR002194	Conserved_site	Chaperonin TCP-1, conserved site
284	IPR002195	Conserved_site	Dihydroorotase, conserved site
285	IPR002204	Conserved_site	3-hydroxyisobutyrate dehydrogenase-related, conserved site
286	IPR002328	Conserved_site	Alcohol dehydrogenase, zinc-type, conserved site
287	IPR002358	Conserved_site	Large ribosomal subunit protein uL6, conserved site
288	IPR002359	Conserved_site	Large ribosomal subunit protein uL6, conserved site-2
289	IPR002361	Conserved_site	Antenna complex, alpha subunit conserved site
290	IPR002363	Conserved_site	Large ribosomal subunit protein uL10, conserved site, bacteria
291	IPR002364	Conserved_site	Quinone oxidoreductase/zeta-crystallin, conserved site
292	IPR002365	Conserved_site	Terpene synthase, conserved site
293	IPR002464	Conserved_site	DNA/RNA helicase, ATP-dependent, DEAH-box type, conserved site
294	IPR003006	Conserved_site	Immunoglobulin/major histocompatibility complex, conserved site
295	IPR003043	Conserved_site	Uroporphiryn-III C-methyltransferase, conserved site
296	IPR003109	Conserved_site	GoLoco motif
297	IPR003527	Conserved_site	Mitogen-activated protein (MAP) kinase, conserved site
298	IPR003528	Conserved_site	Long hematopoietin receptor, single chain, conserved site
299	IPR003529	Conserved_site	Long hematopoietin receptor, Gp130 family 2, conserved site
300	IPR003530	Conserved_site	Long hematopoietin receptor, soluble alpha chain, conserved site
301	IPR003531	Conserved_site	Short hematopoietin receptor, family 1, conserved site
302	IPR003532	Conserved_site	Short hematopoietin receptor, family 2, conserved site
303	IPR003651	Conserved_site	Endonuclease III-like, iron-sulphur cluster loop motif
304	IPR003888	Conserved_site	FY-rich, N-terminal
305	IPR003889	Conserved_site	FY-rich, C-terminal
306	IPR003903	Conserved_site	Ubiquitin interacting motif
307	IPR003956	Conserved_site	Transcription factor, NFYB/HAP3, conserved site
308	IPR003960	Conserved_site	ATPase, AAA-type, conserved site
309	IPR004001	Conserved_site	Actin, conserved site
310	IPR004011	Conserved_site	GYR motif
311	IPR004019	Conserved_site	YLP motif
312	IPR004027	Conserved_site	SEC-C motif
313	IPR004036	Conserved_site	Endonuclease III-like, conserved site-2
314	IPR004037	Conserved_site	Large ribosomal subunit protein eL8-like, conserved site
315	IPR004840	Conserved_site	Amino acid permease, conserved site
316	IPR004845	Conserved_site	Type II secretion system protein GspD, conserved site
317	IPR005486	Conserved_site	Glucokinase regulatory protein, conserved site
318	IPR005803	Conserved_site	Fatty acid desaturase type 2, conserved site
319	IPR005825	Conserved_site	Large ribosomal subunit protein uL24, conserved site
320	IPR005829	Conserved_site	Sugar transporter, conserved site
321	IPR005831	Conserved_site	Aerolysin/haemolysin toxin, conserved site
322	IPR005836	Conserved_site	ADP-glucose pyrophosphorylase, conserved site
323	IPR005853	Conserved_site	Omega-agatoxin type II/III, conserved site
324	IPR005918	Conserved_site	Conantokin, conserved site
325	IPR006012	Conserved_site	Syntaxin/epimorphin, conserved site
326	IPR006040	Conserved_site	Allergen Ole e 1, conserved site
327	IPR006061	Conserved_site	Solute-binding family 1, conserved site
328	IPR006074	Conserved_site	GTP1/OBG, conserved site
329	IPR006089	Conserved_site	Acyl-CoA dehydrogenase, conserved site
330	IPR006105	Conserved_site	Cereal seed allergen/trypsin and alpha-amylase inhibitor, conserved site
331	IPR006117	Conserved_site	2-5-oligoadenylate synthetase, C-terminal conserved site
332	IPR006118	Conserved_site	Recombinase, conserved site
333	IPR006126	Conserved_site	Staphylococcal enterotoxin/Streptococcal pyrogenic exotoxin, conserved site
334	IPR006144	Conserved_site	Secretion protein HlyD, conserved site
335	IPR006146	Conserved_site	5'-Nucleotidase, conserved site
336	IPR006180	Conserved_site	3-hydroxyacyl-CoA dehydrogenase, conserved site
337	IPR006181	Conserved_site	D-amino acid oxidase, conserved site
338	IPR006203	Conserved_site	GHMP kinase, ATP-binding, conserved site
339	IPR006213	Conserved_site	Bax inhibitor 1, conserved site
340	IPR006216	Conserved_site	Photosystem II cytochrome b559, conserved site
341	IPR006224	Conserved_site	Pseudouridine synthase, RluA-like, conserved site
342	IPR006311	Conserved_site	Twin-arginine translocation pathway, signal sequence
343	IPR006594	Conserved_site	LIS1 homology motif
344	IPR006653	Conserved_site	Tryptophan synthase, beta chain, conserved site
345	IPR006655	Conserved_site	Molybdopterin oxidoreductase, prokaryotic, conserved site
346	IPR006686	Conserved_site	Mechanosensitive ion channel MscS, conserved site
347	IPR006690	Conserved_site	Outer membrane protein, OmpA-like, conserved site
348	IPR007121	Conserved_site	RNA polymerase, beta subunit, conserved site
349	IPR007166	Conserved_site	Class III signal peptide motif
350	IPR007577	Conserved_site	Glycosyltransferase, DXD sugar-binding motif
351	IPR007858	Conserved_site	Dpy-30 motif
352	IPR008142	Conserved_site	Alanine dehydrogenase/NAD(P) transhydrogenase, conserved site-1
353	IPR008143	Conserved_site	Alanine dehydrogenase/pyridine nucleotide transhydrogenase, conserved site-2
354	IPR008150	Conserved_site	Phytoene dehydrogenase, bacterial-type, conserved site
355	IPR008193	Conserved_site	DNA-directed RNA polymerase Rpb11, 13-16kDa subunit, conserved site
356	IPR008284	Conserved_site	Molybdenum cofactor biosynthesis, conserved site
357	IPR008918	Conserved_site	Helix-hairpin-helix motif, class 2
358	IPR009535	Conserved_site	Phospholipase C-beta, conserved site
359	IPR010133	Conserved_site	Bacteriocin-type signal sequence
360	IPR010810	Conserved_site	Flagellin hook, IN motif
361	IPR010916	Conserved_site	TonB box, conserved site
362	IPR010917	Conserved_site	TonB-dependent receptor, conserved site
363	IPR011062	Conserved_site	Contryphan, conserved site
364	IPR011142	Conserved_site	Spider toxin CSTX, Knottin scaffold conserved site
365	IPR011695	Conserved_site	Tash protein, PEST motif
366	IPR011715	Conserved_site	Tyrosine aminotransferase ubiquitination region
367	IPR012321	Conserved_site	Conotoxin, omega-type, conserved site
368	IPR012322	Conserved_site	Conotoxin, delta-type, conserved site
369	IPR012323	Conserved_site	Cyclotide, bracelet, conserved site
370	IPR012324	Conserved_site	Cyclotide, moebius, conserved site
371	IPR012640	Conserved_site	Membrane lipoprotein, lipid attachment site
372	IPR013000	Conserved_site	Large ribosomal subunit protein uL4, eukaryotic/archaeal, conserved site
373	IPR013006	Conserved_site	Antimicrobial peptide, C6 type, conserved site
374	IPR013032	Conserved_site	EGF-like, conserved site
375	IPR013055	Conserved_site	Tachykinin/Neurokinin-like, conserved site
376	IPR013061	Conserved_site	Tryptophan/tryrosine permease, conserved site
377	IPR013139	Conserved_site	Omega-atracotoxin, conserved site-2
378	IPR013140	Conserved_site	Huwentoxin, conserved site-1
379	IPR013141	Conserved_site	Conotoxin-I, conserved site
380	IPR013152	Conserved_site	Gastrin/cholecystokinin, conserved site
381	IPR013373	Conserved_site	Flagellin/pilin, N-terminal site, archaea
382	IPR013383	Conserved_site	CRISPR-associated protein DxTHG, conserved site
383	IPR013734	Conserved_site	Transcription factor Nrm1/Whi5
384	IPR013793	Conserved_site	Porin, Gram-negative type, conserved site
385	IPR013852	Conserved_site	Translation elongation factor P/YeiP, conserved site
386	IPR014029	Conserved_site	NADH:ubiquinone oxidoreductase, 49kDa subunit, conserved site
387	IPR014034	Conserved_site	Ferritin, conserved site
388	IPR014762	Conserved_site	DNA mismatch repair, conserved site
389	IPR014783	Conserved_site	Copper type II, ascorbate-dependent monooxygenase, histidine-cluster-2 conserved site
390	IPR015869	Conserved_site	Transcription antitermination protein, NusG, bacteria, conserved site
391	IPR015875	Conserved_site	IMP dehydrogenase / GMP reductase, conserved site
392	IPR015884	Conserved_site	Malic enzyme, conserved site
393	IPR015892	Conserved_site	Carbonic anhydrase, prokaryotic-like, conserved site
394	IPR015910	Conserved_site	Inosine/uridine-preferring nucleoside hydrolase, conserved site
395	IPR015911	Conserved_site	Phosphoglycerate kinase, conserved site
396	IPR015912	Conserved_site	Phosphofructokinase, conserved site
397	IPR015967	Conserved_site	Recombination protein RecR, conserved site
398	IPR015994	Conserved_site	Phosphoenolpyruvate carboxykinase (ATP), conserved site
399	IPR016050	Conserved_site	Proteasome beta-type subunit, conserved site
400	IPR016059	Conserved_site	DNA ligase, ATP-dependent, conserved site
401	IPR016066	Conserved_site	Alpha-D-phosphohexomutase, conserved site
402	IPR016157	Conserved_site	Cullin, conserved site
403	IPR016160	Conserved_site	Aldehyde dehydrogenase, cysteine active site
404	IPR017703	Conserved_site	YgfZ/GcvT conserved site
405	IPR017756	Conserved_site	Transmembrane Gly-Cys-Arg, conserved site
406	IPR017860	Conserved_site	Peptidase M22, conserved site
407	IPR017864	Conserved_site	Arrestin, conserved site
408	IPR017865	Conserved_site	F-actin capping protein, alpha subunit, conserved site
409	IPR017866	Conserved_site	Succinyl-CoA synthetase, beta subunit, conserved site
410	IPR017870	Conserved_site	FeS cluster insertion, C-terminal, conserved site
411	IPR017871	Conserved_site	ABC transporter-like, conserved site
412	IPR017872	Conserved_site	Pyrimidine-nucleoside phosphorylase, conserved site
413	IPR017889	Conserved_site	Avidin-like, conserved site
414	IPR017891	Conserved_site	Insulin-like growth factor binding protein, N-terminal, Cys-rich conserved site
415	IPR017900	Conserved_site	4Fe-4S ferredoxin, iron-sulphur binding, conserved site
416	IPR017907	Conserved_site	Zinc finger, RING-type, conserved site
417	IPR017915	Conserved_site	Colipase, conserved site
